ID,application_date,generic_score,generic_score2,generic_score3,generic_score4,income_trend_score,indebtedness_score,loan_amount,loan_term,aggregator_group,age,region,social_accounts,social_score,job_sector,associate_flag,mortgage_flag,num_searches,num_accounts_closed,num_transactions,num_pi_records,num_months_pi_recorded,num_defaults,num_months_since_last_default,num_settled_good,num_settled_good_l6m,num_delinquents,num_of_revolving_accounts
57056,2021-12,900,712,748,1.16,0.01,5,2000,36,Best Loans Warehouse,30,North West,4,99,3.0,1,1,-2,3,70.0,0,0,1,62,9,2,2,1
58184,2021-06,1080,761,944,-1.39,0.97,4,2000,24,Best Loans Warehouse,32,South West,3,58,4.0,0,0,-2,3,95.0,0,0,0,0,8,1,0,3
61773,2020-11,1058,709,1438,1.36,0.85,4,2400,24,Best Loans Warehouse,29,London,2,57,2.0,0,1,-2,0,39.0,0,0,0,0,6,1,0,2
58978,2021-04,900,1246,920,1.16,0.01,6,3000,24,Best Loans Warehouse,35,London,0,18,1.0,1,0,-2,3,,0,0,1,59,9,1,1,1
61789,2020-11,1109,1074,961,-1.43,1.12,3,10000,36,Best Loans Warehouse,31,East of England,6,77,6.0,1,1,-2,0,56.0,0,0,0,0,2,0,0,2
57687,2021-10,1208,668,778,1.55,1.65,-2,8000,24,Best Loans Warehouse,34,North East,6,78,7.0,0,0,-2,3,90.0,0,0,0,0,9,7,0,0
61167,2021-11,686,802,666,-0.88,-1.12,12,10000,60,Best Loans Warehouse,46,West Midlands,1,22,2.0,1,1,-2,5,,0,0,0,0,6,4,0,4
58128,2020-10,1106,735,1008,1.42,1.11,1,15000,48,Best Loans Warehouse,45,East of England,6,99,3.0,0,0,-2,6,13.0,0,0,0,0,6,2,0,1
60157,2020-08,1145,631,679,-1.47,1.31,0,3900,24,Best Loans Warehouse,36,East of England,1,33,2.0,1,1,-2,4,56.0,0,0,0,0,8,1,0,0
59841,2020-08,1305,666,1503,1.68,2.16,0,8000,48,Best Loans Warehouse,47,West Midlands,1,25,7.0,0,0,-2,1,12.0,0,0,0,0,6,2,0,1
59430,2021-11,855,822,801,1.1,-0.23,16,3000,24,Best Loans Warehouse,59,North East,4,97,9.0,1,0,0,4,95.0,0,0,0,0,9,5,1,1
59378,2021-03,988,850,1302,-1.27,0.48,3,10000,60,Best Loans Warehouse,43,Yorkshire and The Humber,6,105,1.0,1,1,-2,4,13.0,0,0,0,0,9,4,0,5
62402,2021-03,971,521,1567,1.25,0.39,4,10000,60,Best Loans Warehouse,33,South East,6,101,9.0,1,1,0,6,86.0,0,0,0,0,9,3,0,1
60101,2021-09,1163,484,1179,1.5,1.41,1,16000,60,Other,42,East of England,4,57,2.0,1,1,0,1,62.0,0,0,0,0,7,2,0,2
61290,2020-04,1094,575,1370,1.41,1.04,2,2000,12,Best Loans Warehouse,41,West Midlands,2,58,1.0,1,1,-2,3,59.0,0,0,0,0,2,0,0,0
59175,2021-01,900,754,366,1.16,0.01,3,4500,24,Best Loans Warehouse,50,North West,3,40,1.0,0,1,-2,4,24.0,1,54,0,0,6,1,0,1
60904,2021-10,1106,1050,680,-1.42,1.11,-2,5000,60,Best Loans Warehouse,40,London,0,18,6.0,0,0,0,3,74.0,0,0,0,0,1,0,0,0
59547,2020-12,977,769,617,-1.26,0.42,10,25000,60,Best Loans Warehouse,60,London,0,15,6.0,1,0,-2,3,,0,0,0,0,9,5,0,0
60164,2020-10,1165,511,1539,1.5,1.42,2,5000,60,Best Loans Warehouse,60,South East,6,78,,1,1,-2,5,,0,0,0,0,6,4,0,2
58014,2020-08,681,553,1225,0.88,-1.15,19,3500,48,Best Loans Warehouse,40,South East,4,67,6.0,0,0,-2,5,97.0,0,0,2,30,1,0,2,1
57567,2020-06,1056,706,1148,1.36,0.84,4,7000,36,Best Loans Warehouse,50,East Midlands,4,66,3.0,1,1,-2,1,99.0,0,0,0,0,6,0,0,3
62277,2020-01,619,507,1111,0.8,-1.48,30,3000,18,Best Loans Warehouse,39,South East,6,73,9.0,0,0,-2,5,,0,0,3,18,1,0,3,0
57101,2021-07,1034,817,484,-1.33,0.72,1,15000,48,Best Loans Warehouse,38,North West,1,21,2.0,1,1,-2,4,80.0,0,0,0,0,8,1,0,2
60405,2020-03,983,1015,1221,-1.27,0.45,12,14000,60,Best Loans Warehouse,30,South East,5,86,6.0,1,1,-2,1,23.0,0,0,0,0,4,1,0,1
58610,2020-11,1083,1139,707,-1.39,0.98,2,5000,60,Best Loans Warehouse,36,West Midlands,3,58,2.0,0,0,0,6,44.0,0,0,0,0,9,2,0,1
57037,2021-09,1085,584,1053,-1.4,0.99,1,10000,60,Best Loans Warehouse,40,Scotland,5,85,1.0,0,1,0,3,14.0,0,0,0,0,6,2,0,3
57380,2020-09,1304,698,818,1.68,2.16,0,2000,12,Best Loans Warehouse,31,South West,6,135,1.0,1,1,-2,4,26.0,0,0,0,0,9,1,0,0
59994,2021-02,900,646,1286,1.16,0.01,6,10000,60,Best Loans Warehouse,53,London,3,71,7.0,1,1,-2,6,36.0,0,0,1,52,9,1,1,0
61275,2020-07,821,643,541,-1.06,-0.41,8,5000,30,Best Loans Warehouse,45,London,3,46,6.0,0,0,1,4,,0,0,0,0,0,0,0,1
59955,2021-02,882,531,552,-1.14,-0.08,8,2500,24,Best Loans Warehouse,53,London,4,63,8.0,0,0,-2,1,29.0,0,0,0,0,8,2,0,4
60735,2021-04,766,807,948,-0.99,-0.7,40,3000,36,Best Loans Warehouse,29,Yorkshire and The Humber,5,61,3.0,0,0,0,4,37.0,0,0,2,32,9,2,2,0
59685,2020-12,608,1228,560,0.78,-1.54,46,3000,36,Best Loans Warehouse,32,South East,6,116,2.0,1,0,-2,0,11.0,3,50,1,65,3,2,1,2
60100,2021-01,906,528,1268,1.17,0.04,3,2500,60,Loan Saving Expert,42,London,3,41,8.0,0,0,1,4,23.0,0,0,0,0,8,2,0,0
60526,2020-09,900,540,676,-1.16,0.01,8,5000,60,Best Loans Warehouse,43,North West,5,97,8.0,1,1,-2,3,36.0,0,0,1,57,9,7,2,1
58322,2021-12,686,567,422,-0.88,-1.12,16,10000,36,Best Loans Warehouse,29,West Midlands,0,12,4.0,0,0,0,2,38.0,0,0,0,0,6,2,0,4
61637,2020-11,900,1007,582,-1.16,0.01,40,25000,60,Other,33,East of England,5,82,1.0,1,1,-2,2,51.0,0,0,1,30,2,1,1,1
60409,2021-02,917,1096,551,1.18,0.1,4,2500,36,Best Loans Warehouse,52,South East,4,52,1.0,1,0,-2,5,12.0,0,0,0,0,9,3,0,1
59490,2020-07,650,982,320,-0.84,-1.31,26,7000,48,Best Loans Warehouse,36,East of England,5,113,4.0,0,0,-2,0,44.0,0,0,4,44,8,5,4,3
58361,2020-12,893,1344,1119,-1.15,-0.02,8,3000,24,Best Loans Warehouse,31,Scotland,0,13,1.0,0,0,-2,4,25.0,0,0,0,0,3,1,0,0
61601,2020-09,1299,623,1345,-1.67,2.13,0,5000,36,Best Loans Warehouse,47,South East,1,24,2.0,1,1,-2,5,72.0,0,0,0,0,9,4,0,1
61793,2020-01,926,543,740,-1.19,0.15,10,5000,24,Best Loans Warehouse,23,East Midlands,6,127,3.0,0,0,-2,6,14.0,0,0,0,0,2,1,0,2
59060,2021-10,959,785,1431,-1.23,0.33,4,5000,36,Other,39,West Midlands,6,101,8.0,1,0,-2,1,39.0,0,0,0,0,9,4,0,1
57233,2021-03,1109,570,639,1.43,1.12,2,7500,48,Best Loans Warehouse,37,West Midlands,1,35,2.0,0,1,0,5,8.0,0,0,0,0,9,4,0,4
62115,2020-06,848,587,1430,-1.09,-0.26,2,10000,60,Best Loans Warehouse,32,Scotland,6,109,5.0,0,1,-2,4,,1,19,0,0,5,1,0,0
59234,2021-07,900,676,808,1.16,0.01,2,11000,36,Best Loans Warehouse,39,London,6,77,1.0,0,0,-2,6,97.0,0,0,1,53,9,1,1,2
61041,2020-12,741,752,389,0.95,-0.83,26,3000,24,Best Loans Warehouse,21,North West,4,55,3.0,0,0,-2,4,49.0,0,0,0,0,0,0,0,1
57938,2020-09,955,814,1247,-1.23,0.3,4,5000,36,Best Loans Warehouse,38,Scotland,5,79,5.0,1,1,-2,4,,0,0,0,0,7,4,0,0
60914,2020-11,778,713,940,-1.0,-0.63,26,8000,48,Best Loans Warehouse,26,West Midlands,3,72,2.0,0,0,-2,6,23.0,0,0,0,0,9,5,0,0
59985,2021-03,812,568,432,1.05,-0.45,16,2000,18,Best Loans Warehouse,60,East of England,6,89,8.0,0,0,-2,5,7.0,0,0,0,0,2,0,0,6
58744,2020-03,721,627,1317,0.93,-0.94,8,2000,24,Get Loans Marketplace,54,South East,5,113,,1,0,-2,2,99.0,0,0,0,0,9,1,0,1
62167,2021-09,697,729,751,-0.9,-1.06,16,5000,48,Best Loans Warehouse,59,South West,5,106,8.0,1,0,0,0,28.0,0,0,1,39,9,7,1,5
61813,2021-07,1292,623,1558,1.66,2.09,0,8000,48,Best Loans Warehouse,37,North West,3,54,2.0,1,1,-2,1,32.0,0,0,0,0,5,1,0,1
61425,2021-07,1060,572,1180,1.36,0.86,1,8500,60,Best Loans Warehouse,38,London,6,73,2.0,1,1,-2,1,97.0,0,0,0,0,6,0,0,0
57059,2021-09,844,778,1260,-1.09,-0.28,6,7500,60,Get Loans Marketplace,45,South West,5,71,,1,0,-2,6,7.0,0,0,1,39,9,4,1,3
59103,2021-04,919,502,763,1.18,0.11,8,6000,36,Best Loans Warehouse,34,Scotland,0,18,2.0,0,1,-2,2,99.0,0,0,0,0,9,6,0,2
61185,2021-04,1257,822,779,1.62,1.91,1,2500,18,Best Loans Warehouse,47,East of England,1,28,9.0,1,1,-2,0,97.0,0,0,0,0,5,0,0,0
57636,2020-05,568,911,1038,-0.73,-1.75,40,4000,18,Best Loans Warehouse,23,East of England,0,13,9.0,0,0,-2,3,42.0,0,0,0,0,4,1,0,3
61215,2020-01,1085,811,1539,1.4,0.99,2,5000,36,Best Loans Warehouse,35,East Midlands,3,74,5.0,1,0,-2,1,6.0,0,0,0,0,1,0,0,3
58971,2021-04,1060,732,882,1.36,0.86,2,15000,60,Best Loans Warehouse,53,South East,2,40,1.0,1,1,0,0,16.0,0,0,0,0,9,3,0,-2
58496,2020-04,732,511,796,-0.94,-0.88,10,3000,30,Best Loans Warehouse,59,Wales,5,82,9.0,0,0,-2,6,84.0,0,0,0,0,1,1,0,2
60344,2021-01,784,1189,1112,1.01,-0.6,16,2000,36,Loan Saving Expert,34,South East,1,34,4.0,1,1,0,2,,0,0,0,0,9,4,0,0
59758,2021-05,913,805,749,1.18,0.08,6,2500,48,Best Loans Warehouse,55,South West,2,56,7.0,1,1,-2,2,10.0,0,0,0,0,4,0,0,2
58613,2021-04,690,768,176,-0.89,-1.1,16,1500,18,Best Loans Warehouse,27,North West,6,120,5.0,0,0,0,3,41.0,0,0,0,0,1,1,0,1
58817,2020-08,1136,1023,840,1.46,1.26,1,23000,60,Best Loans Warehouse,27,North West,1,31,4.0,1,1,-2,3,16.0,0,0,0,0,9,3,0,0
62522,2020-12,1065,606,659,-1.37,0.89,6,10000,60,Get Loans Marketplace,60,West Midlands,1,28,,1,0,1,4,63.0,0,0,0,0,3,0,0,0
60637,2021-10,591,594,203,-0.76,-1.63,50,5000,60,Get Loans Marketplace,44,East of England,2,52,,1,1,1,4,35.0,0,0,0,0,3,1,0,2
59458,2021-03,939,888,1229,1.21,0.22,4,20000,60,Other,34,South East,2,54,3.0,0,1,-2,6,27.0,0,0,0,0,9,2,0,2
56965,2020-01,900,1034,852,-1.16,0.01,4,8000,18,Best Loans Warehouse,46,South West,4,97,2.0,1,0,-2,0,25.0,0,0,1,49,9,2,1,1
58180,2020-06,1116,1090,1664,-1.44,1.16,2,3500,60,Best Loans Warehouse,49,East of England,4,56,8.0,1,0,-2,1,97.0,0,0,0,0,6,0,0,2
59178,2021-06,1067,788,1115,1.37,0.9,2,14000,60,Best Loans Warehouse,36,Wales,4,50,5.0,0,0,-2,5,48.0,0,0,0,0,7,1,0,2
57818,2020-10,771,641,649,0.99,-0.67,6,2000,24,Best Loans Warehouse,29,Wales,3,42,2.0,1,0,0,1,91.0,0,0,0,0,9,9,0,0
59021,2020-03,841,832,553,-1.08,-0.3,26,1500,24,Best Loans Warehouse,46,North West,4,83,8.0,1,0,-2,5,80.0,0,0,0,0,9,2,0,7
62111,2021-03,1279,541,1127,1.65,2.02,0,23000,48,Other,39,East of England,2,44,1.0,1,1,-2,0,,0,0,0,0,9,7,0,0
57832,2021-02,400,767,636,0.51,-2.64,26,10000,60,Best Loans Warehouse,39,Wales,0,13,2.0,1,0,-2,3,53.0,0,0,0,0,9,9,0,4
58386,2021-08,795,626,1123,-1.02,-0.54,10,7000,36,Best Loans Warehouse,26,South West,4,63,9.0,0,0,1,0,4.0,0,0,0,0,6,1,0,1
58384,2020-09,1027,675,1249,1.32,0.69,1,12000,60,Best Loans Warehouse,42,Yorkshire and The Humber,0,17,1.0,1,1,-2,2,79.0,0,0,0,0,6,2,0,4
59670,2021-09,1131,833,1567,-1.46,1.24,1,8000,60,Best Loans Warehouse,36,South East,0,16,4.0,1,1,0,0,83.0,0,0,0,0,9,3,0,1
57529,2020-07,629,980,473,-0.81,-1.42,26,3000,48,Best Loans Warehouse,50,Scotland,1,33,4.0,1,1,-2,0,59.0,0,0,0,0,9,8,0,4
57501,2020-04,1191,498,863,1.53,1.56,1,15000,48,Best Loans Warehouse,48,East of England,0,15,,1,1,-2,5,35.0,0,0,0,0,2,1,0,2
58458,2020-10,829,585,925,-1.07,-0.36,8,10000,60,Best Loans Warehouse,46,Yorkshire and The Humber,4,96,1.0,1,0,-2,5,75.0,0,0,0,0,9,3,0,2
61760,2020-09,1068,597,1408,-1.37,0.9,4,2000,24,Best Loans Warehouse,24,Scotland,2,38,9.0,1,1,0,6,67.0,0,0,0,0,7,5,0,1
60227,2020-06,900,756,592,1.16,0.01,12,7500,60,Best Loans Warehouse,51,East Midlands,3,63,9.0,1,1,1,6,66.0,0,0,1,29,9,1,1,1
60021,2021-12,1066,609,1168,1.37,0.89,2,7000,60,Other,32,North East,2,57,5.0,1,1,0,3,6.0,0,0,0,0,9,1,0,0
58231,2020-10,679,1153,293,0.87,-1.16,26,8000,60,Loan Saving Expert,29,North West,1,23,2.0,0,0,0,4,98.0,0,0,0,0,9,4,0,1
59808,2020-07,784,644,952,1.01,-0.6,1,4000,60,Loan Saving Expert,32,North East,1,31,7.0,1,0,0,1,51.0,1,42,0,0,2,1,0,0
60122,2021-02,797,892,1185,-1.03,-0.53,10,1500,12,Loan Saving Expert,40,London,4,59,7.0,0,0,0,6,26.0,0,0,2,39,1,0,2,0
58120,2021-08,1009,774,1339,-1.3,0.59,4,5000,60,Other,46,South East,1,26,3.0,0,0,0,1,54.0,0,0,0,0,9,3,0,1
62087,2020-04,1178,977,1184,-1.52,1.49,2,2100,12,Best Loans Warehouse,25,North West,2,46,3.0,0,0,-2,3,3.0,0,0,0,0,5,2,0,1
61718,2020-02,846,603,1006,1.09,-0.27,8,3000,24,Best Loans Warehouse,38,West Midlands,3,45,3.0,0,0,-2,4,26.0,0,0,0,0,4,2,0,1
57100,2021-10,1053,1130,1381,1.36,0.82,4,16000,60,Loan Saving Expert,38,South East,0,12,2.0,0,0,-2,3,39.0,0,0,0,0,5,2,0,1
56888,2021-12,655,608,1183,-0.84,-1.29,12,1500,24,Other,40,South East,0,16,,0,0,-2,3,8.0,0,0,0,0,9,3,0,1
61376,2021-04,1012,581,602,1.3,0.61,4,11000,60,Best Loans Warehouse,30,East of England,5,88,7.0,1,1,-2,3,84.0,0,0,0,0,9,1,0,1
59706,2020-01,956,843,664,1.23,0.31,6,15000,36,Best Loans Warehouse,47,East Midlands,4,74,2.0,1,1,-2,0,47.0,0,0,0,0,9,3,0,6
59641,2020-11,842,602,886,-1.08,-0.29,16,15000,60,Loan Saving Expert,25,South East,2,43,2.0,1,1,-2,5,7.0,0,0,0,0,9,3,0,0
59195,2020-01,881,784,939,1.13,-0.09,6,18000,60,Best Loans Warehouse,32,North West,0,10,4.0,0,1,-2,4,,0,0,0,0,9,2,0,3
57502,2020-07,920,702,640,-1.18,0.12,10,3000,48,Best Loans Warehouse,23,West Midlands,5,100,9.0,1,1,-2,3,49.0,0,0,0,0,2,0,0,0
59749,2020-06,1142,530,826,-1.47,1.3,-2,5000,36,Best Loans Warehouse,24,South West,0,13,8.0,0,0,-2,5,90.0,0,0,0,0,0,0,0,0
57484,2021-04,1227,505,813,1.58,1.75,1,5000,48,Best Loans Warehouse,45,North West,0,19,3.0,1,1,-2,4,,0,0,0,0,9,2,0,2
57649,2021-08,785,751,1279,1.01,-0.6,12,9000,24,Best Loans Warehouse,26,West Midlands,1,38,1.0,0,0,0,6,83.0,0,0,0,0,3,1,0,3
58402,2021-03,1054,636,1206,1.36,0.83,4,10000,48,Best Loans Warehouse,60,North West,6,122,9.0,0,0,-2,2,96.0,0,0,0,0,3,0,0,1
62431,2020-01,628,523,126,0.81,-1.43,40,3000,36,Best Loans Warehouse,57,East of England,0,10,6.0,0,0,0,4,60.0,0,0,0,0,2,0,0,1
59508,2021-04,1018,491,708,1.31,0.64,2,10000,60,Best Loans Warehouse,45,Yorkshire and The Humber,5,112,4.0,0,1,-2,3,20.0,0,0,0,0,1,0,0,1
59544,2021-02,876,767,1268,-1.13,-0.11,12,12500,60,Get Loans Marketplace,60,South West,2,58,,1,1,0,6,28.0,0,0,0,0,9,2,0,3
60156,2021-02,1087,808,1671,-1.4,1.0,3,14000,48,Best Loans Warehouse,40,Scotland,6,85,8.0,0,0,-2,6,61.0,0,0,0,0,6,1,0,4
62507,2021-05,1055,580,577,1.36,0.83,3,10000,60,Get Loans Marketplace,57,London,1,35,,1,0,0,3,77.0,0,0,0,0,4,3,0,0
61349,2020-07,1147,699,1005,-1.48,1.32,1,7000,24,Best Loans Warehouse,31,Yorkshire and The Humber,3,72,3.0,0,1,-2,2,19.0,0,0,0,0,9,2,0,1
59937,2021-07,1006,828,958,1.29,0.57,2,1500,48,Other,64,Scotland,4,79,2.0,1,0,0,2,23.0,0,0,0,0,9,6,0,0
62077,2020-02,521,913,651,0.67,-2.0,68,1500,24,Best Loans Warehouse,55,South East,3,57,3.0,0,0,0,4,10.0,0,0,1,48,1,0,1,1
62068,2021-03,1008,1119,1022,-1.3,0.59,6,5000,48,Best Loans Warehouse,25,Scotland,0,12,5.0,0,1,-2,5,11.0,0,0,0,0,2,0,0,1
60260,2021-12,716,1021,1038,0.92,-0.96,26,8000,60,Other,56,East Midlands,1,29,2.0,1,1,0,0,38.0,0,0,0,0,9,1,3,6
59367,2020-12,1010,878,1068,1.3,0.6,6,8000,12,Best Loans Warehouse,36,East of England,3,41,1.0,1,0,-2,4,,0,0,0,0,4,1,0,3
60691,2021-06,1264,534,1050,1.63,1.94,2,2500,18,Best Loans Warehouse,36,South East,1,20,2.0,1,1,-2,6,,0,0,0,0,9,1,0,0
62074,2020-03,937,890,1443,1.21,0.21,2,15000,60,Other,45,North West,3,53,1.0,1,1,0,2,33.0,0,0,0,0,9,5,0,1
58243,2021-04,1051,754,943,1.35,0.81,3,4000,48,Best Loans Warehouse,41,East of England,2,51,2.0,0,0,-2,3,62.0,0,0,0,0,1,0,0,1
60180,2021-09,1007,847,1335,-1.3,0.58,3,3500,36,Best Loans Warehouse,28,South West,1,37,4.0,1,0,0,2,84.0,0,0,0,0,9,1,0,0
59621,2021-02,1040,573,1538,1.34,0.76,2,14000,36,Best Loans Warehouse,40,South West,6,138,7.0,0,1,-2,6,7.0,0,0,0,0,9,2,0,2
61655,2020-06,756,836,302,0.97,-0.75,5,10000,36,Best Loans Warehouse,30,East of England,4,94,5.0,0,0,-2,1,41.0,0,0,0,0,3,2,0,1
61190,2021-09,1063,555,913,1.37,0.88,1,3000,24,Other,35,North West,1,23,2.0,1,1,-2,5,49.0,0,0,0,0,9,4,0,4
57384,2021-02,791,857,805,1.02,-0.57,16,2500,60,Best Loans Warehouse,36,London,6,137,6.0,0,0,0,5,8.0,0,0,0,0,4,2,0,0
59171,2020-03,734,718,1084,0.94,-0.87,16,3000,36,Best Loans Warehouse,56,South East,3,79,2.0,0,0,-2,6,36.0,0,0,1,47,1,0,1,3
60467,2020-08,958,792,1206,-1.23,0.32,8,12000,60,Best Loans Warehouse,41,Wales,2,36,3.0,1,1,0,5,66.0,0,0,0,0,9,6,0,2
58783,2020-01,1171,681,1707,-1.51,1.45,1,5000,24,Best Loans Warehouse,58,North East,5,90,6.0,1,1,-2,1,98.0,0,0,0,0,3,0,0,1
57315,2020-09,682,973,994,-0.88,-1.14,6,3700,36,Best Loans Warehouse,32,West Midlands,2,33,4.0,0,0,0,3,47.0,1,68,0,0,7,2,0,3
58815,2021-05,838,469,938,1.08,-0.32,8,10000,48,Other,24,North West,2,44,2.0,0,0,1,3,58.0,0,0,0,0,4,0,0,0
61359,2021-01,965,692,477,-1.24,0.36,5,5000,36,Loan Saving Expert,33,North West,3,43,1.0,0,0,-2,4,,0,0,0,0,0,0,0,0
61749,2020-08,845,558,981,1.09,-0.28,12,15000,60,Best Loans Warehouse,32,East of England,5,114,2.0,0,0,-2,2,71.0,0,0,0,0,9,2,0,2
60216,2020-02,773,771,1293,-0.99,-0.66,6,6000,12,Best Loans Warehouse,36,North West,6,121,3.0,0,0,0,4,42.0,0,0,2,68,6,5,2,4
60173,2021-12,1163,778,607,1.5,1.41,1,2000,36,Best Loans Warehouse,54,Yorkshire and The Humber,5,89,1.0,1,1,1,5,7.0,0,0,0,0,0,0,0,0
60289,2020-06,1103,672,979,1.42,1.09,1,2000,24,Best Loans Warehouse,53,North West,2,43,6.0,0,0,-2,3,45.0,0,0,0,0,4,0,0,2
58324,2021-01,1091,902,505,1.4,1.03,6,5000,24,Best Loans Warehouse,27,East Midlands,0,11,1.0,0,0,0,1,93.0,0,0,0,0,3,0,0,1
57150,2021-01,924,876,756,-1.19,0.14,10,1500,12,Best Loans Warehouse,57,North West,5,60,8.0,1,0,-2,0,17.0,0,0,0,0,9,2,0,1
59881,2020-10,1214,759,712,-1.56,1.68,1,25000,60,Other,37,West Midlands,4,55,2.0,1,1,-2,3,21.0,0,0,0,0,8,4,0,2
61252,2020-02,751,609,1061,0.97,-0.78,16,3000,36,Other,23,Scotland,6,117,,1,1,-2,5,72.0,0,0,0,0,6,3,0,1
61387,2021-10,638,938,326,-0.82,-1.38,26,25000,30,Best Loans Warehouse,25,North East,1,29,7.0,1,1,1,0,16.0,0,0,0,0,9,4,0,1
60507,2021-08,900,581,1096,1.16,0.01,1,7500,36,Other,36,East Midlands,6,96,,1,1,-2,2,47.0,0,0,0,0,8,1,1,2
61447,2021-08,1103,700,595,-1.42,1.09,2,1500,12,Best Loans Warehouse,29,North West,0,10,2.0,0,0,-2,3,16.0,0,0,0,0,9,2,0,0
57646,2020-08,1171,858,1667,-1.51,1.45,2,10000,60,Best Loans Warehouse,40,West Midlands,6,71,9.0,1,1,-2,2,73.0,0,0,0,0,0,0,0,6
58119,2021-05,897,643,1073,1.15,-0.0,26,5500,24,Best Loans Warehouse,52,North West,0,13,3.0,1,1,-2,6,39.0,0,0,1,63,5,2,1,1
60710,2021-01,1044,573,534,-1.34,0.78,2,10000,48,Best Loans Warehouse,31,South West,2,49,5.0,0,0,0,4,75.0,0,0,0,0,8,1,0,1
60648,2020-08,752,654,486,-0.97,-0.77,16,5000,30,Best Loans Warehouse,44,Wales,4,57,7.0,1,1,-2,5,92.0,0,0,0,0,9,4,0,4
59770,2020-07,948,596,1426,-1.22,0.27,4,5500,18,Other,22,Wales,4,61,3.0,0,0,-2,4,81.0,0,0,0,0,3,3,0,2
61188,2020-06,593,766,165,0.76,-1.62,46,5000,60,Best Loans Warehouse,49,London,6,97,7.0,0,0,0,4,36.0,0,0,0,0,9,4,1,0
59058,2020-04,401,770,569,-0.52,-2.63,68,5000,48,Best Loans Warehouse,51,North East,5,114,2.0,1,0,0,6,21.0,0,0,4,10,9,3,4,0
58233,2021-04,976,948,904,-1.26,0.42,3,10000,60,Other,42,South East,4,68,1.0,0,0,0,4,39.0,0,0,0,0,7,1,0,1
57355,2021-12,877,580,1069,-1.13,-0.11,8,10000,36,Best Loans Warehouse,28,East of England,4,75,6.0,0,0,-2,5,20.0,0,0,0,0,9,0,0,0
58611,2021-12,842,720,644,1.08,-0.29,8,5000,48,Best Loans Warehouse,29,West Midlands,6,74,3.0,0,0,-2,3,66.0,0,0,0,0,0,0,0,2
59542,2020-12,790,673,276,-1.02,-0.57,16,25000,60,Best Loans Warehouse,41,South East,3,63,8.0,0,0,-2,0,14.0,1,38,1,71,1,0,1,4
58353,2021-11,711,722,635,-0.92,-0.99,26,2000,12,Best Loans Warehouse,43,Yorkshire and The Humber,4,71,2.0,0,0,-2,4,98.0,0,0,0,0,2,0,0,0
58556,2020-07,1060,549,790,1.36,0.86,1,3000,24,Best Loans Warehouse,40,East Midlands,6,136,6.0,1,1,-2,2,70.0,0,0,0,0,4,2,0,1
60899,2020-05,922,1064,326,-1.19,0.13,8,2800,30,Best Loans Warehouse,48,Scotland,4,87,1.0,0,1,0,6,31.0,0,0,0,0,2,1,0,2
62192,2020-10,769,1404,491,0.99,-0.68,16,2500,48,Best Loans Warehouse,53,North East,0,15,9.0,1,0,-2,6,36.0,0,0,0,0,3,2,0,2
62569,2020-11,769,742,855,0.99,-0.68,26,4000,24,Best Loans Warehouse,28,Scotland,4,96,6.0,1,0,-2,6,11.0,0,0,3,37,5,3,3,2
61465,2020-04,908,589,1204,1.17,0.06,12,5000,60,Best Loans Warehouse,39,London,0,16,2.0,1,1,0,2,15.0,0,0,0,0,8,2,0,1
57575,2020-08,1026,1036,590,-1.32,0.68,3,4500,48,Best Loans Warehouse,42,Scotland,5,81,3.0,1,1,-2,1,51.0,0,0,0,0,9,8,0,2
57524,2020-10,1087,790,663,-1.4,1.0,2,6000,12,Best Loans Warehouse,49,East of England,2,48,1.0,1,0,0,1,89.0,0,0,0,0,7,1,0,2
56905,2021-05,897,571,915,-1.15,-0.0,3,6000,60,Best Loans Warehouse,32,South East,0,15,5.0,0,0,0,2,66.0,0,0,0,0,9,3,0,0
61448,2021-11,699,1313,937,-0.9,-1.05,26,5500,24,Best Loans Warehouse,36,North West,4,57,2.0,1,0,0,3,93.0,0,0,0,0,9,3,0,2
62490,2020-09,1079,887,1185,-1.39,0.96,2,10000,24,Get Loans Marketplace,40,London,4,94,,1,0,-2,5,1.0,0,0,0,0,2,1,0,0
61879,2021-07,797,825,967,1.03,-0.53,8,5000,60,Best Loans Warehouse,30,Yorkshire and The Humber,0,13,7.0,0,0,0,6,84.0,0,0,0,0,0,0,0,1
60152,2020-07,823,916,1207,-1.06,-0.4,2,4000,30,Best Loans Warehouse,45,North East,1,23,8.0,1,0,0,3,46.0,2,69,0,0,7,6,0,1
59771,2020-05,1022,519,1092,1.32,0.66,4,2000,48,Other,59,South West,6,105,1.0,1,1,0,3,,0,0,0,0,9,9,0,2
60321,2020-05,1179,865,1077,-1.52,1.49,2,20000,60,Best Loans Warehouse,50,West Midlands,2,32,2.0,0,1,-2,0,6.0,0,0,0,0,9,2,0,3
59820,2020-08,1108,536,1046,1.43,1.12,1,10000,60,Other,25,South West,6,78,1.0,0,0,-2,2,,0,0,0,0,2,0,0,1
61334,2021-02,900,660,1226,-1.16,0.01,8,1500,24,Best Loans Warehouse,41,South West,6,112,2.0,1,0,-2,1,68.0,0,0,1,60,7,1,2,1
60044,2021-03,921,521,821,-1.19,0.12,4,10000,36,Best Loans Warehouse,41,North West,1,30,9.0,0,1,-2,6,82.0,0,0,0,0,6,2,0,3
58493,2020-03,974,1037,1240,1.25,0.41,4,13100,60,Loan Saving Expert,44,South East,3,42,3.0,0,0,-2,6,86.0,0,0,0,0,9,1,0,3
